"STATISTIC","Statistic Label","TLIST(A1)","Year","C03530V04258","Sector of Activity","C03066V03701","Size of Enterprise","UNIT","VALUE"
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","2357"
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","610"
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","117"
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","11567"
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","15773"
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3549"
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","593"
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","104"
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","20019"
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","05","Micro (0 to 9)","Number","9631"
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","01","Small (10 to 49)","Number","3152"
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","02","Medium (50 to 249)","Number","1115"
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","03","Large (250 or more)","Number","429"
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","50","Services/other (49-98)","-","All Enterprises","Number","14327"
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2021","2021","99","Unknown","-","All Enterprises","Number","2"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","05","Micro (0 to 9)","Number","36310"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","01","Small (10 to 49)","Number","9538"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","02","Medium (50 to 249)","Number","2534"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","03","Large (250 or more)","Number","747"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2021","2021","-","All sectors","-","All Enterprises","Number","49131"
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","2147"
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","411"
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","172"
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","60"
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","2790"
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","230"
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","58"
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","53"
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","36"
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","377"
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","8641"
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","2405"
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","630"
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","117"
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","11793"
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","15673"
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3601"
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","605"
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","101"
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","19980"
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","05","Micro (0 to 9)","Number","9674"
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","01","Small (10 to 49)","Number","3293"
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","02","Medium (50 to 249)","Number","1232"
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","03","Large (250 or more)","Number","466"
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","50","Services/other (49-98)","-","All Enterprises","Number","14665"
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2022","2022","99","Unknown","-","All Enterprises","Number","2"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","05","Micro (0 to 9)","Number","36365"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","01","Small (10 to 49)","Number","9768"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","02","Medium (50 to 249)","Number","2692"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","03","Large (250 or more)","Number","780"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2022","2022","-","All sectors","-","All Enterprises","Number","49607"
